crossing_candidate_id,lat,lon,utm_x,utm_y,raw_event_count,osm_way_count,osm_way_ids,osm_highway,osm_ref,osm_name,motor_vehicle_access_class,member_access_classes,restriction_evidence,road_hierarchy,corridor_continuity,materiality_screen,documentary_inventory_match,current_gateway_match,known_gateway_id,overlap_boundary_geometry,dedup_cluster_diameter_m,dedup_mixed_motorability,dedup_review_flag,notes
GEO_0001,46.26887413881664,12.320952981493182,755894.468967932,5129283.6664285865,1,1,136614954,path,,Troi de Moliesa,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Troi de Moliesa,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0002,46.26958290206509,12.32126721387331,755915.3786603212,5129363.428084181,1,1,481549315,path,,Troi de Sant'Antoni,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Troi de Sant'Antoni; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0003,46.26983069093596,12.32138754808113,755923.4958746945,5129391.347222421,1,1,310870424,path,,Troi dei Sambughi,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Troi dei Sambughi,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0004,46.26760051877449,12.321626691027765,755952.3131697983,5129144.338988915,1,1,25286566,primary,SR251,San Antonio,OPEN_ORDINARY,OPEN_ORDINARY,highway=primary; ref=SR251; name=San Antonio; surface=asphalt; maxheight=default,HIGH,TO_BE_RECONCILED,CORE_CANDIDATE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0005,46.26713299789901,12.32194690815649,755979.1652841191,5129093.430369196,1,1,1482200628,service,,,OPEN_LOCAL,OPEN_LOCAL,highway=service,VERY_LOW,TO_BE_RECONCILED,MINOR_LIKELY_EXCLUDABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0006,46.26687394697072,12.322123464357684,755993.9766958442,5129065.219381854,1,1,373623003,path,,Ferrata della Memoria,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Ferrata della Memoria; bicycle=no,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0007,46.2724555979548,12.322495178988067,755996.6037326418,5129686.564369424,1,1,1159440922,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0008,46.26270174381356,12.32202240655624,756005.6312244225,5128601.34469823,1,1,61052538,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0009,46.26563159267123,12.322319929973146,756014.9047837517,5128927.823909853,1,1,100974766,service,,,PRIVATE,PRIVATE,highway=service; access=private; tracktype=grade3,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0010,46.27414714216091,12.323406487167546,756058.9294759608,5129877.447670217,2,1,1158444212,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,62.61,False,False,
GEO_0011,46.26078279427048,12.322843376473969,756077.8382587782,5128390.795516323,1,1,61052538,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0012,46.27568273665658,12.324432951387069,756130.8498601364,5130051.377549651,1,1,106451208,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0013,46.278186504721795,12.326614964147515,756287.2691986719,5130336.615422488,1,1,1158444210,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0014,46.28063495045463,12.328667493886421,756433.9564304568,5130615.292128753,1,1,34656214,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0015,46.2854341471395,12.34079535804796,757345.7197999994,5131187.846209245,1,1,34656214,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0016,46.240032281476374,12.339829964853985,757484.0481657448,5126140.38962726,3,1,61052541,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,35.405,False,False,
GEO_0017,46.28698182638536,12.34280027171043,757492.8934750592,5131366.317574848,2,1,1200756188,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.398,False,False,
GEO_0018,46.28799943295903,12.344043871264343,757583.9068899467,5131483.422674791,1,1,1158444211,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0019,46.240416868871364,12.342275847196435,757670.8017651621,5126191.0691765165,5,2,375012164|375012168,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,147.784,False,False,
GEO_0020,46.28961392310796,12.344252521388222,757592.4012936393,5131663.47795069,2,1,1158444211,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,25.376,False,False,
GEO_0021,46.29362815024938,12.349493866043469,757977.2287362851,5132126.540311093,1,1,237522833,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0022,46.239071694440675,12.346805257135927,758026.2895385391,5126056.353356417,1,1,1112221874,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0023,46.31881416710501,12.353060000019441,758133.3358509503,5134936.440904811,1,1,242948670,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0024,46.30532093501151,12.353040859030324,758195.3761186659,5133437.221522961,2,1,396512647,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,10.107,False,False,
GEO_0025,46.31661662343457,12.355178886770164,758306.80121162,5134699.197893025,4,1,242948670,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,290.2,False,False,
GEO_0026,46.30884735438499,12.35485627349278,758318.5546136608,5133834.945218957,5,1,396512648,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,239.269,False,False,
GEO_0027,46.29868184182534,12.354498122867774,758338.8436173165,5132704.344574115,1,1,837298199,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0028,46.234311721375875,12.354510190132464,758642.6693847693,5125552.620966235,1,1,1112221876,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0029,46.2340927005765,12.3546175444294,758651.9764015668,5125528.637388597,1,1,106081665,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0030,46.32482266936264,12.363329694164712,758895.5267299553,5135637.560841259,1,1,236065230,path,397,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; ref=397,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0031,46.23029875262659,12.358805445059538,758992.7266716638,5125120.793869816,1,1,1056582387,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0032,46.325551944087955,12.370075336853684,759411.300665828,5135740.678677062,1,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0033,46.32718457863117,12.372791221338147,759612.6124539449,5135930.978741661,1,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0034,46.22833846164516,12.367692893327972,759687.2465173525,5124932.080235238,1,1,1056582390,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0035,46.32887026209524,12.374241003993976,759716.2130299225,5136123.023382407,2,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,42.413,False,False,
GEO_0036,46.32967154430996,12.383200387746378,760401.9759890847,5136241.496581368,2,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,136.831,False,False,
GEO_0037,46.223173592741624,12.377355849576434,760456.7859279835,5124389.953190708,1,1,1178734638,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0038,46.32896801165458,12.386353898692327,760648.0311175566,5136173.714225821,2,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,65.136,False,False,
GEO_0039,46.32964671935103,12.390165900840497,760938.1944779229,5136261.686055376,5,1,236065218,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,75.756,False,False,
GEO_0040,46.32987817900608,12.392657740458542,761128.8762826794,5136295.62297768,1,1,35550316,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0041,46.33039149850238,12.408187079001156,762321.6297356565,5136404.024096964,1,1,1259454435,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0042,46.21489488496979,12.402315631451563,762421.0335900043,5123552.484477569,1,1,623373357,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0043,46.329153895996086,12.410572561512023,762511.153363283,5136274.433044836,2,1,211971477,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,101.916,False,False,
GEO_0044,46.209106069776205,12.403156474609318,762513.494893653,5122912.114553717,3,1,623402375,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,69.625,False,False,
GEO_0045,46.208321082783385,12.40423465457747,762600.4046566741,5122828.470870574,1,1,623402374,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0046,46.2178644249217,12.40503039048986,762616.2407071015,5123891.399206863,1,1,1415390135,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0047,46.21787806941166,12.405641578194379,762663.3116793903,5123894.940162827,1,1,989872194,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0048,46.20757047135506,12.405510239886246,762702.3799497092,5122749.301670553,1,1,1079976093,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0049,46.33733198886661,12.416427699416719,762922.5593821652,5137202.496845713,1,1,850208009,path,,Via Comune,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Via Comune,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0050,46.04143353264078,12.39901218256898,762991.4067976272,5104269.687808655,1,1,871473418,track,,,AGRICULTURAL_TRACK,AGRICULTURAL_TRACK,highway=track; tracktype=grade4; smoothness=horrible; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0051,46.338969619456385,12.418292091420579,763058.1697605338,5137390.642610044,1,1,850208003,path,,Via Comune,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Via Comune,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0052,46.207747062147014,12.411231810924722,763142.87822968,5122787.89557119,1,1,623373353,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0053,46.03885327544263,12.401560566775222,763200.8395881532,5103991.452448856,1,1,392224968,secondary,SP422,Via del Cansiglio,OPEN_ORDINARY,OPEN_ORDINARY,highway=secondary; ref=SP422; name=Via del Cansiglio; surface=asphalt,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0054,46.04197637702751,12.40222480812062,763237.3854744069,5104340.6302103335,1,1,877599582,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0055,46.35335173286177,12.422570520016452,763318.2582773874,5139002.794795771,1,1,436378212,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0056,46.04230274357013,12.403716009708914,763351.2056296829,5104381.828228146,1,1,871473417,track,,,AGRICULTURAL_TRACK,AGRICULTURAL_TRACK,highway=track; tracktype=grade4; smoothness=very_horrible; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0057,46.20828347724458,12.41441288625683,763385.6879235036,5122858.055858777,2,1,623373348,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,49.649,False,False,
GEO_0058,46.04683147566882,12.405261075593417,763449.1925198324,5104890.092689242,1,1,880975443,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0059,46.0459764959162,12.405220701593338,763450.138060221,5104794.970021341,1,1,927212006,track,,,AGRICULTURAL_TRACK,AGRICULTURAL_TRACK,highway=track; node_barrier=gate,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0060,46.03630196400501,12.404687753737427,763454.9384639229,5103718.35711928,1,1,988336482,service,,,OPEN_LOCAL,OPEN_LOCAL,highway=service; service=driveway; surface=asphalt,VERY_LOW,TO_BE_RECONCILED,MINOR_LIKELY_EXCLUDABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0061,46.044317750570166,12.405305533995731,763464.5951776977,5104610.963367634,1,1,871473412,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0062,46.04917370331882,12.405731240029914,763474.4164738895,5105151.874135149,2,1,880975443,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,12.38,False,False,
GEO_0063,46.050640305814845,12.406252006371465,763507.7200427963,5105316.540957428,1,1,880975443,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0064,46.03570951014182,12.40544916613785,763516.6733790413,5103655.0583206555,1,1,392224968,secondary,SP422,Via del Cansiglio,OPEN_ORDINARY,OPEN_ORDINARY,highway=secondary; ref=SP422; name=Via del Cansiglio; surface=asphalt,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0065,46.05141412573167,12.406632879629731,763533.4986229937,5105403.7755819345,1,1,927212004,track,,,AGRICULTURAL_TRACK,AGRICULTURAL_TRACK,highway=track; tracktype=grade2,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0066,46.03527744454823,12.405929620601903,763555.9061121825,5103608.648008189,1,1,1138637505,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0067,46.034915541376684,12.406540269894474,763604.8797598619,5103570.46463091,1,1,82078320,secondary,SP422,Via del Cansiglio,OPEN_ORDINARY,OPEN_ORDINARY,highway=secondary; ref=SP422; name=Via del Cansiglio; surface=asphalt,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0068,46.03475599197418,12.406931026051376,763635.8755291547,5103554.034130882,1,1,247789045,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0069,46.05669136484398,12.40891722256929,763685.0596549553,5105997.65688777,2,1,81191670,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,112.177,False,False,
GEO_0070,46.058074846408736,12.409418226470752,763717.2180304171,5106153.025036835,1,1,880975444,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0071,46.208287933793954,12.41977456915723,763799.2429913338,5122876.377561248,4,1,623373348,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,158.036,False,False,
GEO_0072,46.05914654567626,12.409982354435323,763755.742682338,5106273.963657088,1,1,81191665,path,,,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; surface=ground,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0073,46.03090455066835,12.411218113814572,763985.9637848412,5103140.360398013,4,3,82078320|247789044|247789054,path|secondary|track,SP422,Via del Cansiglio,OPEN_ORDINARY,AGRICULTURAL_TRACK|NON_MOTOR_VEHICLE|OPEN_ORDINARY,highway=path; surface=earth || highway=secondary; ref=SP422; name=Via del Cansiglio; surface=asphalt || highway=track; tracktype=grade2,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,160.872,True,True,
GEO_0074,46.05988499060891,12.416525901280824,764258.3248526696,5106377.741276334,4,2,871498353|873454407,path|track,,,AGRICULTURAL_TRACK,AGRICULTURAL_TRACK|NON_MOTOR_VEHICLE,highway=path; surface=ground || highway=track; tracktype=grade2; surface=unpaved,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,126.699,False,False,
GEO_0075,46.02685683702145,12.415276695679681,764319.3490875544,5102704.13933255,1,1,807264587,tertiary,SP61,Via Cansiglio,OPEN_ORDINARY,OPEN_ORDINARY,highway=tertiary; ref=SP61; name=Via Cansiglio; surface=asphalt,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0076,46.060737987855326,12.417422196984402,764323.5728574151,5106475.490392168,1,1,850040905,path,,Troi delli larghetti,NON_MOTOR_VEHICLE,NON_MOTOR_VEHICLE,highway=path; name=Troi delli larghetti; tracktype=grade4; smoothness=very_bad; surface=ground; node_barrier=log,VERY_LOW,TO_BE_RECONCILED,RESTRICTED_NOT_MODELLABLE,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,0.0,False,False,
GEO_0077,46.019638759017646,12.415445803586906,764366.8780683816,5101902.770202567,6,3,854706576|900149816|1165909643,path|tertiary|track,SP61,Via Cansiglio,OPEN_ORDINARY,AGRICULTURAL_TRACK|NON_MOTOR_VEHICLE|OPEN_ORDINARY,highway=path || highway=tertiary; ref=SP61; name=Via Cansiglio; surface=asphalt || highway=track; tracktype=grade2; smoothness=bad; surface=gravel; node_barrier=lift_gate,MEDIUM,TO_BE_RECONCILED,SECONDARY_BUT_POSSIBLY_MATERIAL,TO_BE_RECONCILED,TO_BE_RECONCILED,,False,187.115,True,True,
